"YTG_START","QTR_START","T_ELAPSED","TOT_YDS","FIRST_DOWNS","NPLAYS","POINTS","PLAYS_PER_1STDOWN","FG","TD","INT","FUMBLE","BLITZ_PER_PLAY","YDS_PER_PLAY","CARRY","ATT"
73,3,74,3,0,3,0,3,0,0,0,0,0.33,1,3,0
72,4,143,33,1,4,0,2,0,0,0,0,0.25,8.25,-0.5,17
62,1,128,62,4,5,7,1,0,1,0,0,0.2,9.4,8,11.5
62,1,147,24,1,5,0,2.5,0,0,1,0,0.2,8.4,4,11.33
80,3,173,29,1,5,0,2.5,0,0,0,0,0.4,4.8,0,4.8
70,2,248,56,2,8,3,2.7,1,0,0,0,0.25,7,0.5,18
80,3,250,80,6,9,7,1.3,0,1,0,0,0.33,8.44,4.75,11.4
84,2,133,9,0,3,0,3,0,0,0,0,0,3,0,4.5
38,4,31,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
66,1,36,0,0,3,0,3,0,0,0,0,0,0,0,0
67,2,289,67,4,9,7,1.8,0,1,0,0,0.11,7.44,4,9.17
13,4,69,8,0,4,3,4,1,0,0,0,0,2,2.67,0
47,3,252,23,1,7,3,3.5,1,0,0,0,0.86,3.29,2,7.5
83,4,140,18,1,6,0,3,0,0,0,0,0.33,3,2,3.2
36,1,132,36,2,4,7,1.3,0,1,0,0,0.25,9,8.5,9.5
80,2,288,80,5,11,7,1.8,0,1,0,0,0.18,7.27,4.33,10.8
64,2,239,35,2,7,0,2.3,0,0,0,0,0.14,5,2.33,7
43,4,103,-3,0,3,0,3,0,0,0,0,0,-1,-1,0
41,2,43,6,0,4,0,4,0,0,0,0,0.25,1.5,2,1.33
60,3,255,60,5,7,7,1.2,0,1,0,0,0.14,8.57,2,13.5
80,4,120,19,1,4,0,2,0,0,0,0,0.5,6,0.5,11.5
73,3,433,66,5,15,0,2.5,0,0,1,0,0.13,4.93,4,5.56
75,2,122,15,1,5,0,2.5,0,0,1,0,0,10.4,5,18.5
72,3,283,72,5,10,7,1.7,0,1,0,0,0.3,5.7,4,8.25
60,3,195,60,4,6,7,1.2,0,1,0,0,0.33,6.83,4.67,6.75
79,2,207,32,2,6,0,2,0,0,1,0,0,6.67,6.17,3
42,3,194,11,1,8,3,4,1,0,0,0,0.25,1.38,1.33,1.75
61,3,98,30,1,6,3,3,1,0,0,0,0,1.17,0,1.4
88,3,221,59,2,10,3,3.3,1,0,0,0,0.3,5.9,4,7.83
66,3,299,59,4,13,3,2.6,1,0,0,0,0.08,3.85,5,3.33
12,3,82,12,1,3,7,1.5,0,1,0,0,0,4,3.5,5
80,4,171,80,4,5,7,1,0,1,0,0,0.2,14,0,14.2
67,2,52,67,2,5,7,1.7,0,1,0,0,0,13.4,0,17
91,3,534,91,7,14,7,1.8,0,1,0,0,0.21,6.5,6,7.4
44,1,8,44,1,1,7,0.5,0,1,0,0,0,44,0,44
89,4,70,8,1,4,0,2,0,0,1,0,0.75,7.75,1,10
89,3,572,89,7,18,7,2.3,0,1,0,0,0.33,4.94,4.42,6
51,1,41,10,0,2,0,2,0,0,0,1,0,5,4,6
31,4,27,31,1,2,7,1,0,1,0,0,0,18,0,18
42,4,90,-3,0,3,0,3,0,0,0,0,0,-1,-1,0
77,4,298,42,3,10,0,2.5,0,0,0,0,0.2,4.2,2.43,8.33
80,4,32,2,0,3,0,3,0,0,0,0,0,0.67,0.67,0
80,2,100,9,0,3,0,3,0,0,0,0,0.67,6,4.5,2.25
54,2,65,15,1,4,0,2,0,0,0,0,0.25,3.75,15,0
69,2,129,-8,0,3,0,3,0,0,0,0,0,-2.67,1,0
75,4,177,18,1,4,0,2,0,0,0,0,0.5,4.5,4.33,5
80,4,192,46,3,8,0,2,0,0,1,0,0,6.63,7.5,6.33
18,1,158,18,2,5,7,1.7,0,1,0,0,0,3.6,3.6,0
7,1,60,-10,0,4,3,4,1,0,0,0,0.25,0,0,0
95,2,117,9,0,3,0,3,0,0,0,0,0,3,1.5,6
85,4,50,-9,0,3,0,3,0,0,0,0,0.33,-3,0,0
72,2,55,7,0,3,0,3,0,0,0,0,0.33,2.33,7,0
94,2,212,48,2,7,0,2.3,0,0,0,0,0.29,7.57,2,8.17
62,3,166,62,4,6,7,1.2,0,1,0,0,0,12.83,11,14.67
6,3,92,5,0,4,3,4,1,0,0,0,0.5,1.25,2,1.5
74,2,82,5,0,3,0,3,0,0,0,0,0.67,1.67,-3,4
90,1,205,38,3,6,0,1.5,0,0,0,0,0.17,8,7,8.5
67,3,389,67,7,12,7,1.5,0,1,0,0,0.08,5.17,5.8,2.5
80,1,123,80,3,4,7,1,0,1,0,0,0.25,20,5,35
76,1,116,20,1,4,0,2,0,0,0,0,0.5,5,1.5,8.5
74,3,387,74,5,11,7,1.8,0,1,0,0,0.18,6.73,5.33,8.4
60,4,159,39,1,5,0,2.5,0,0,0,0,0.2,7.8,0.33,19
60,3,96,28,1,3,0,1.5,0,0,1,0,0,19.67,0,19.67
82,3,93,-6,0,3,0,3,0,0,0,1,0.67,2,0,3
79,4,69,5,0,3,0,3,0,0,0,0,0,1.67,0,1.67
69,2,65,33,1,3,0,1.5,0,0,0,0,0.33,0.67,2,0
80,4,59,3,0,3,0,3,0,0,0,0,0.33,1,3,0
64,2,5,11,1,1,0,0.5,0,0,0,0,0,11,11,0
82,4,151,38,3,6,0,1.5,0,0,1,0,0.5,7.67,-4,10
60,4,111,9,0,3,0,3,0,0,0,0,0,3,3.5,2
58,2,59,58,3,3,7,0.8,0,1,0,0,0.67,19.33,0,19.33
76,3,134,15,1,4,0,2,0,0,0,0,1,5,0,5
86,4,553,86,6,16,7,2.3,0,1,0,0,0.19,4.75,2.25,9.8
36,4,278,34,2,9,3,3,1,0,0,0,0.22,3.78,4.25,0
80,2,290,63,3,10,3,2.5,1,0,0,0,0.3,6,3.5,6.63
68,2,7,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
82,4,439,82,6,13,7,1.9,0,1,0,0,0.15,6.38,2.63,10.33
37,4,62,4,0,3,0,3,0,0,0,0,0,1.33,2,0
71,3,82,20,1,6,0,3,0,0,0,0,0.17,2.5,0,2.5
79,3,178,48,2,6,0,2,0,0,0,1,0.5,8,2.5,10.75
85,2,28,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
92,4,145,92,6,9,7,1.3,0,1,0,0,0,10.22,10.33,10.17
81,4,91,81,4,8,7,1.6,0,1,0,0,0.38,11.88,10,10.63
74,4,280,74,5,11,7,1.8,0,1,0,0,0.18,5.82,5,14
43,4,80,-3,0,3,0,3,0,0,0,0,0,-1,-1,0
80,4,212,80,3,6,7,1.5,0,1,0,0,0.17,13.33,7.67,19
44,1,97,7,0,3,0,3,0,0,0,0,0,4,1,5.5
50,4,6,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
66,3,65,1,0,3,0,3,0,0,0,0,0.33,0.33,1,0
64,1,200,25,2,6,0,2,0,0,0,0,0.33,3.83,3,4.25
76,4,15,0,0,1,0,1,0,0,0,0,0,0,0,0
69,4,15,0,0,1,0,1,0,0,1,0,0,42,0,42
80,4,24,-3,0,3,0,3,0,0,0,0,0,-1,-1,0
80,3,257,65,3,11,3,2.8,1,0,0,0,0.27,5.91,4.5,7.83
81,4,328,64,3,9,0,2.3,0,0,0,0,0.44,7.89,5,11.5
80,4,421,76,4,12,0,2.4,0,0,1,0,0.42,6.67,1.8,12.83
80,4,181,47,3,12,3,3,1,0,0,0,0.67,3.92,-2.5,5.78
56,4,135,30,1,4,0,2,0,0,0,0,0,7.5,7.5,0
66,4,89,8,0,3,0,3,0,0,0,0,0.67,2.67,3,2.5
69,1,279,69,4,9,7,1.8,0,1,0,0,0.44,7.67,2.25,12
80,2,225,77,2,8,3,2.7,1,0,0,0,0,9.63,5.33,23
77,4,62,-12,0,3,0,3,0,0,0,0,0,-4,0,0
85,1,404,85,6,14,7,2,0,1,0,0,0,6.07,3.13,10
88,1,163,59,1,6,3,3,1,0,0,0,0,9.83,2,18.33
78,4,119,13,1,5,0,2.5,0,0,0,0,0.4,2.6,4.33,0
86,4,167,30,1,6,0,3,0,0,0,0,0.17,2.5,2.5,0
80,4,257,80,6,11,7,1.6,0,1,0,0,0.18,8.45,3,8.7
37,1,193,37,3,7,7,1.8,0,1,0,0,0,5.29,5.8,4
80,1,253,36,2,8,0,2.7,0,0,0,0,0.38,4.5,7,0.33
80,1,57,-3,0,3,0,3,0,0,0,0,0.33,-1,-3,0
77,1,95,-1,0,3,0,3,0,0,0,0,0,-0.33,-0.5,0
41,1,153,41,3,5,7,1.3,0,1,0,0,0.2,8.2,4,9.25
44,1,121,9,0,4,0,4,0,0,0,0,0.25,2.25,1,6
36,1,90,36,2,4,7,1.3,0,1,0,0,0,9,2,16
54,4,66,54,1,3,7,1.5,0,1,0,0,0.33,19.67,4,51
64,3,267,64,4,10,7,2,0,1,0,0,0.2,6,3.86,11
43,4,128,21,2,6,0,2,0,0,0,0,0,3.5,3.5,0
97,1,36,1,0,2,0,2,0,0,1,0,0,14.5,1,28
63,1,157,17,1,6,0,3,0,0,0,0,0.67,3.67,2,4
76,2,324,76,5,9,7,1.5,0,1,0,0,0,8.44,3,11.17
72,3,383,54,4,13,3,2.6,1,0,0,0,0.08,4.54,1.33,6.11
86,2,154,9,0,3,0,3,0,0,0,0,0.33,4.67,4.67,0
74,3,202,74,3,6,7,1.5,0,1,0,0,0.33,12.33,2,14.4
90,1,118,9,0,3,0,3,0,0,0,0,0,1.33,1,1
97,2,75,12,1,4,0,2,0,0,0,0,0.75,3,0,6
77,2,140,-3,0,3,0,3,0,0,0,0,0.67,-1,1,5
54,3,175,54,3,5,7,1.3,0,1,0,0,0.2,9.8,8,8.5
54,2,48,9,0,4,0,4,0,0,0,0,0.5,3.5,10,1.33
78,2,50,78,4,6,7,1.2,0,1,0,0,0.33,13.67,0,10.25
80,2,482,78,5,13,3,2.2,1,0,0,0,0.08,7.77,6.9,10.67
74,2,168,74,4,6,7,1.2,0,1,0,0,0.17,12.33,22,10.4
58,2,8,58,1,1,7,0.5,0,1,0,0,0,58,0,58
92,1,198,15,1,6,0,3,0,0,0,0,0.33,5,4.67,5.33
72,3,256,50,2,8,0,2.7,0,0,0,0,0.5,6.25,7.14,0
70,3,300,69,3,8,0,2,0,0,0,1,0.38,8.63,1.67,12.8
80,2,57,80,2,2,7,0.7,0,1,0,0,0,40,37,43
74,3,48,-14,0,2,0,2,0,0,0,1,0,-7,2,0
73,3,88,73,1,3,7,1.5,0,1,0,0,0.33,24.33,1,36
60,2,62,60,3,7,7,1.8,0,1,0,0,0.29,9.29,10,9.17
72,4,21,15,0,2,0,2,0,0,0,1,0,7.5,0,7.5
87,4,292,87,4,8,0,1.6,0,1,0,0,0,10.88,13,5.5
73,4,87,21,1,3,0,1.5,0,0,0,1,0.33,7,2,9.5
60,4,184,33,1,6,3,3,1,0,0,0,0.33,5.5,8.25,0
66,4,110,9,0,3,0,3,0,0,0,0,0.33,3,3,0
91,4,137,-9,0,4,0,4,0,0,0,0,0.25,0.75,0.75,0
46,3,138,46,3,5,7,1.3,0,1,0,0,0,12.6,25,7.6
66,4,149,22,2,7,0,2.3,0,0,1,0,0.57,6,0,6
41,4,136,13,1,5,3,2.5,1,0,0,0,0.2,2.8,8.5,0
60,4,158,60,5,6,7,1,0,1,0,0,0.33,9.17,12,7.17
74,3,271,60,4,11,3,2.2,1,0,0,0,0,5.91,5.2,12
81,1,189,42,3,6,0,1.5,0,0,0,0,0.17,4.5,6.75,0
75,2,78,-6,0,3,0,3,0,0,0,0,0.33,-2,1,0
62,1,107,20,1,4,0,2,0,0,0,0,0.75,5,0,5
80,2,59,21,1,4,0,2,0,0,0,0,0.25,5.25,13,0
60,4,101,47,3,6,3,1.5,1,0,0,0,0.17,7.83,6,10.25
72,2,167,14,1,5,0,2.5,0,0,0,0,0,7.4,8.33,4
80,3,113,0,0,3,0,3,0,0,1,0,0.67,6.67,2.5,15
75,1,107,10,1,5,0,2.5,0,0,0,0,0.2,5,11.5,0.67
73,4,27,40,2,2,0,0.7,0,0,0,0,0,20,20,20
71,3,52,11,0,2,0,2,0,0,0,1,0,5.5,6,5
91,1,90,8,0,3,0,3,0,0,0,0,0,2.67,4,0
84,1,99,19,1,4,0,2,0,0,0,0,0,4.75,9.5,0
26,4,32,-3,0,3,0,3,0,0,0,0,0,-1,-1,0
58,1,27,0,0,3,0,3,0,0,0,0,0.33,0,0,0
64,4,71,11,1,6,0,3,0,0,0,0,0,1.83,0,4
75,1,202,20,1,5,0,2.5,0,0,0,0,0,4,3,5.5
57,2,88,-4,0,3,0,3,0,0,0,0,0.33,4.33,0,4.33
74,3,78,4,0,3,0,3,0,0,0,0,0.33,1.33,2,0
47,1,178,29,1,6,3,3,1,0,0,0,0,4.83,2,8.33
82,2,55,4,0,3,0,3,0,0,0,0,0,1.33,4,0
57,2,53,57,4,6,7,1.2,0,1,0,0,0,6.17,0,5.29
80,3,319,80,6,13,7,1.9,0,1,0,0,0.15,7.15,4.33,8.38
56,3,250,56,3,8,7,2,0,1,0,0,0,6.38,1.8,10.5
74,3,58,4,0,3,0,3,0,0,0,0,0,1.33,0,1.33
80,1,53,4,0,3,0,3,0,0,1,0,0.33,5.33,4,6
80,1,20,0,0,1,0,1,0,0,1,0,0,48,0,48
80,3,214,80,7,9,7,1.1,0,1,0,0,0.11,8.22,4,7.78
87,2,116,-5,0,3,0,3,0,0,0,0,0,-1.67,1,0
78,1,91,14,1,4,0,2,0,0,0,0,0.5,3.5,2,4
76,2,43,1,0,1,0,1,0,0,0,0,1,1,1,0
53,3,115,-12,0,3,0,3,0,0,0,0,0.33,-4,-1,0
73,3,104,-4,0,3,0,3,0,0,0,0,0,-1.33,2,0
94,3,9,0,0,1,0,1,0,0,1,0,1,8,0,8
80,3,209,31,2,6,0,2,0,0,1,0,0,9,6,9
80,4,160,18,2,6,0,2,0,0,0,0,0,3,5.33,5
75,2,384,62,5,16,3,2.7,1,0,0,0,0.13,3.88,5,4.75
70,1,290,41,2,8,0,2.7,0,0,0,1,0.38,5.75,3.75,7.75
85,1,287,57,3,11,3,2.8,1,0,0,0,0.18,5.18,5.4,6
81,3,64,5,0,3,0,3,0,0,0,0,0.33,1.67,5,0
69,3,144,7,1,4,0,2,0,0,0,0,0,3,-3,5
62,4,12,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
88,3,155,19,1,5,0,2.5,0,0,0,0,0.2,3.8,4.75,0
74,4,304,74,5,10,7,1.7,0,1,0,0,0.2,8.2,2,8
81,4,264,60,4,9,0,1.8,0,0,0,0,0,5,4.38,10
80,4,91,45,1,5,0,2.5,0,0,0,0,0.4,9,0,9
86,3,221,86,4,9,7,1.8,0,1,0,0,0.11,9.56,0.75,16.6
41,4,181,8,2,8,3,2.7,1,0,0,0,0.63,0.38,-2,1.8
70,4,44,5,0,2,0,2,0,0,0,0,0.5,2.5,5,0
69,2,81,4,1,4,0,2,0,0,0,0,0,1,6,0
80,4,135,10,1,4,0,2,0,0,0,1,0.5,3.5,-1,8
80,1,257,80,5,10,7,1.7,0,1,0,0,0.3,7.5,6,11
74,3,292,71,3,9,3,2.3,1,0,0,0,0.22,8.44,10,12
75,1,105,27,1,5,0,2.5,0,0,1,0,0,8.2,1,10
69,1,4,0,0,1,0,1,0,0,1,0,0,32,0,32
80,2,215,72,3,11,3,2.8,1,0,0,0,0.36,3.64,2.75,4.14
80,3,61,-3,0,3,0,3,0,0,0,0,0,12.33,0,9.25
72,3,178,21,1,4,0,2,0,0,0,0,0.5,5.25,10,1
70,3,119,39,1,5,0,2.5,0,0,1,0,0.4,13.6,16,12
90,4,183,31,2,5,0,1.7,0,0,0,0,0.2,6.2,7.33,4.5
72,3,100,-3,0,3,0,3,0,0,0,0,0.33,-1,2,3
73,1,256,34,2,8,0,2.7,0,0,0,0,0.13,4.25,3.33,4.8
68,1,230,68,5,7,7,1.2,0,1,0,0,0.57,9.71,5.5,15.33
60,1,277,60,3,8,7,2,0,1,0,0,0.25,10,4.33,11.17
68,4,99,58,3,10,3,2.5,1,0,0,0,0.5,5.8,0,6.44
63,3,186,11,1,6,0,3,0,0,0,0,0.5,1.83,2.75,0
80,2,86,7,0,3,0,3,0,0,0,0,1,4.67,1,3
81,4,305,81,5,10,7,1.7,0,1,0,0,0.2,10.1,8.83,9.6
84,1,82,2,0,3,0,3,0,0,0,0,0.33,0.67,5,0
90,4,96,16,1,5,0,2.5,0,0,0,0,0.2,3.2,8,0
64,1,188,7,1,5,0,2.5,0,0,0,0,0,2.6,1,5
27,1,120,-1,0,4,3,4,1,0,0,0,0.25,2.25,2,4.5
98,1,58,-1,0,3,0,3,0,0,0,0,0.33,-0.33,-1,0
86,1,118,18,2,4,0,1.3,0,0,1,0,0.5,5.25,6,3.75
72,1,112,2,0,3,0,3,0,0,0,0,0.33,0.67,6,5
94,1,118,3,0,3,0,3,0,0,0,0,0,1,3,0
45,1,143,19,1,6,3,3,1,0,0,0,0.17,3.17,4.67,2.5
80,1,304,54,3,10,3,2.5,1,0,0,0,0.2,5.9,4.4,9.25
89,4,538,80,6,18,3,2.6,1,0,0,0,0.17,5.89,5.57,5.6
68,2,85,6,0,3,0,3,0,0,0,0,0.33,2,0,2
59,2,62,18,1,4,0,2,0,0,0,0,0.25,4.5,0,4.5
87,1,218,28,1,6,0,3,0,0,0,0,0.17,4.67,0.5,6.75
85,2,40,7,0,3,0,3,0,0,0,0,0,2.33,0,2.33
86,2,118,6,0,3,0,3,0,0,0,0,0,2,2,7
73,2,124,8,0,3,0,3,0,0,0,0,0,2.67,0,8
23,2,40,-12,0,3,3,3,1,0,0,0,0,-4,3,0
61,2,35,1,0,3,0,3,0,0,0,0,0,2,2,2
51,4,142,4,0,3,0,3,0,0,0,0,0,1.33,1.33,0
79,3,223,29,2,8,0,2.7,0,0,0,0,0.38,3.63,2,4.17
80,3,348,80,5,11,7,1.8,0,1,0,0,0.27,6.45,9.17,3.2
57,3,53,57,2,2,7,0.7,0,1,0,0,0,28.5,28.5,0
68,4,122,68,4,7,7,1.4,0,1,0,0,0.29,9.71,2.5,12.6
74,4,287,74,5,9,7,1.5,0,1,0,0,0.22,8.22,1,10.29
46,4,94,7,0,3,0,3,0,0,0,0,0.33,2.33,3.5,0
69,4,102,0,0,4,0,4,0,0,0,0,0,0,-1,4.5
68,4,54,18,1,7,0,3.5,0,0,0,0,0,4.71,0,4.13
64,4,36,-10,0,3,0,3,0,0,0,0,0.67,12.33,0,9.25
69,2,60,69,3,3,7,0.8,0,1,0,0,0,18,6,42
47,3,114,3,1,4,0,2,0,0,1,0,0,11.75,0,10.8
80,3,243,28,2,8,0,2.7,0,0,0,0,0.25,3.5,3.25,3.75
69,4,237,64,3,9,3,2.3,1,0,0,0,0.11,5.78,5,7
68,4,198,68,4,7,0,1.4,0,1,0,0,0,9.71,6.6,17.5
84,2,192,30,1,5,0,2.5,0,0,0,0,0.4,7,-4,25
89,3,176,31,3,7,0,1.8,0,0,0,0,0.29,4.14,6.67,3
70,4,141,7,0,3,0,3,0,0,0,0,0,2.33,1.5,4
74,3,64,1,0,3,0,3,0,0,0,0,0.33,0.33,1,0
42,4,55,42,2,2,7,0.7,0,1,0,0,0.5,21,14,28
70,4,106,6,0,3,0,3,0,0,0,0,0.33,2,0,3
68,4,189,58,3,10,0,2.5,0,0,0,0,0,5.8,17.5,2.88
89,3,82,34,0,3,0,3,0,0,0,1,0.67,11.33,0.5,33
84,4,182,20,1,6,0,3,0,0,0,0,0,3.33,3.33,0
58,3,233,58,3,8,7,2,0,1,0,0,0.25,6.88,5.8,6.5
61,4,32,25,1,4,0,2,0,0,0,0,0.25,6.25,0,6.25
80,2,78,15,1,4,0,2,0,0,0,0,0.25,3.75,7,0
89,1,84,9,0,3,0,3,0,0,0,0,0.33,3,3,3
64,3,109,23,1,5,0,2.5,0,0,0,0,0.4,4.6,3.33,6.5
72,1,54,-4,0,2,0,2,0,0,0,1,0,3,3,0
48,3,177,15,1,5,0,2.5,0,0,1,0,0.2,3.6,-0.33,9.5
80,2,211,80,4,8,7,1.6,0,1,0,0,0,10.63,5,15.2
90,1,55,1,0,3,0,3,0,0,0,0,0.67,0.33,1,0
67,1,340,62,3,12,3,3,1,0,0,0,0.25,5.17,3.5,6.86
80,4,74,31,1,8,0,4,0,0,0,1,0.38,3.88,0,3.88
65,2,127,17,1,5,0,2.5,0,0,0,0,0.4,1.4,-1,1.6
79,3,283,79,5,8,7,1.3,0,1,0,0,0.38,9.63,2.8,13.2
35,2,49,3,0,2,0,2,0,0,0,1,0,1.5,1.5,0
64,2,113,31,1,5,3,2.5,1,0,0,0,0,6.2,4,9
91,3,78,28,1,4,0,2,0,0,0,0,0.25,7,4,8
86,3,322,86,5,10,7,1.7,0,1,0,0,0.4,10.4,7.5,10.57
21,1,69,6,0,4,3,4,1,0,0,0,0.25,1.5,10,0
26,4,84,7,0,4,3,4,1,0,0,0,0.25,1.75,3,2
87,1,142,19,1,6,0,3,0,0,0,0,0.33,3.17,1.5,4
65,1,268,31,2,8,0,2.7,0,0,1,0,0.13,9,7.17,9.67
72,3,131,7,0,3,0,3,0,0,0,0,0,2.33,2,3
61,4,203,61,4,8,7,1.6,0,1,0,0,0.25,7.63,5.5,9.75
72,4,267,72,5,12,7,2,0,1,0,0,0.58,6.42,8,5.89
80,4,39,43,3,7,3,1.8,1,0,0,0,0.14,6.14,0,7.17
76,2,208,76,5,10,7,1.7,0,1,0,0,0.3,7.6,5.4,9.8
72,3,371,72,6,11,7,1.6,0,1,0,0,0.45,6.09,4.13,8.5
80,2,176,41,2,5,0,1.7,0,0,1,0,0,14.2,2,17.25
65,1,302,28,2,9,0,3,0,0,0,0,0.22,4.33,3.8,18.5
41,1,71,-14,0,2,0,2,0,0,0,1,0,-2,-1.33,0
71,3,134,-10,0,3,0,3,0,0,0,0,0.67,-3.33,2.5,0
82,3,139,82,2,5,7,1.7,0,1,0,0,0,16.4,0,20.5
55,2,102,16,1,4,0,2,0,0,0,0,0.75,4,2,4.67
60,2,98,8,0,3,0,3,0,0,0,0,0.67,2.67,3,2.5
80,1,27,41,2,2,0,0.7,0,0,1,0,0,31.5,0,31.5
93,4,321,93,5,9,7,1.5,0,1,0,0,0.11,10.33,10,11
69,3,95,22,1,4,0,2,0,0,0,0,0.25,5.5,7,5
90,3,437,87,4,14,3,2.8,1,0,0,0,0.14,6.93,7.75,7
93,2,56,6,0,2,0,2,0,0,0,0,0,3,3,0
85,1,238,85,4,8,7,1.6,0,1,0,0,0,5.25,8,3.2
63,4,18,39,1,2,0,1,0,0,0,1,0.5,19.5,25,14
69,1,320,69,5,9,7,1.5,0,1,0,0,0.33,7.67,6.75,15
84,1,124,0,0,3,0,3,0,0,0,0,0.33,0,4,5
71,4,302,36,2,7,0,2.3,0,0,0,0,0.86,6.86,1.75,10.25
80,2,57,1,0,3,0,3,0,0,0,0,0.33,0.33,1,0
70,1,239,22,1,7,0,3.5,0,0,0,0,0.14,3.14,3.14,0
86,2,168,41,2,6,0,2,0,0,0,0,0,6.83,9.25,2
46,4,108,2,0,3,0,3,0,0,0,0,0,0.67,0.67,0
33,3,181,32,2,7,0,2.3,0,0,0,0,0,4.57,4.57,0
99,4,129,2,0,3,0,3,0,0,0,0,0,9.67,2,12.5
90,4,219,62,2,6,0,2,0,0,1,0,0,11.5,22.5,6
74,4,55,74,1,2,7,1,0,1,0,0,0,37,-1,75
57,1,128,22,1,7,0,3.5,0,0,0,0,0.43,3.86,6.5,2.8
80,2,101,9,0,3,0,3,0,0,0,0,0,3,0,3
80,3,301,80,6,8,7,1.1,0,1,0,0,0.13,9.38,11.17,2.67
94,4,171,24,2,6,0,2,0,0,0,0,0,3.17,0,6
88,4,50,0,0,3,0,3,0,0,1,0,0,-0.67,0,-1
64,1,181,8,1,6,0,3,0,0,0,0,0.5,1.33,-2,3
77,1,31,9,0,2,0,2,0,0,1,0,0,12,0,12
71,1,120,1,0,3,0,3,0,0,0,0,0,0.33,4,0
80,2,91,20,1,4,0,2,0,0,0,0,0.25,5,3,5.67
77,4,276,26,3,8,0,2,0,0,0,0,0,2.63,2.63,0
70,1,46,70,1,2,7,1,0,1,0,0,0,35,64,6
89,2,80,24,2,5,0,1.7,0,0,0,1,0,3.8,4,3.5
78,2,28,7,1,3,0,1.5,0,0,1,0,0,7,0,7.33
80,1,310,39,3,9,0,2.3,0,0,0,0,0.22,4,4.8,2.4
75,3,97,11,1,4,0,2,0,0,0,0,0,2.75,5.5,0
34,1,124,8,0,4,0,4,0,0,0,0,0.25,2,0.5,3.5
13,2,7,13,1,1,7,0.5,0,1,0,0,0,13,0,13
69,1,221,69,4,7,7,1.4,0,1,0,0,0.14,10.14,5.33,13.75
80,4,60,6,0,3,0,3,0,0,0,0,0,5.67,3.67,2
68,4,50,3,0,3,0,3,0,0,0,0,0.67,1,3,0
89,1,66,6,0,3,0,3,0,0,0,0,0,2,6,0
57,1,344,57,5,13,7,2.2,0,1,0,0,0.23,4.38,3.17,5.43
80,3,80,24,1,5,0,2.5,0,0,0,0,0.2,4.8,4,5
65,4,178,65,6,11,7,1.6,0,1,0,0,0.09,5.73,2.5,5.91
81,4,121,25,2,4,0,1.3,0,0,1,0,0.5,16.75,5,28.5
67,3,455,52,4,14,0,2.8,0,0,0,0,0.36,3.71,4.64,7
82,4,90,3,0,3,0,3,0,0,0,0,0.33,1,3,0
66,2,102,1,0,3,0,3,0,0,0,0,0.33,0.33,-5,3
80,2,98,80,2,5,0,1.7,0,1,0,0,0,16,1,26
69,3,128,69,4,5,7,1,0,1,0,0,0.4,10.8,5,8.8
86,2,43,8,0,3,0,3,0,0,0,0,0,2.67,2.67,0
80,2,158,61,4,9,0,1.8,0,0,0,1,0.11,5.11,4.25,16.33
79,2,266,52,3,8,0,2,0,0,1,0,0.13,5.38,5,4.6
46,4,117,-3,0,3,0,3,0,0,0,0,0,-1,-1,0
57,2,21,57,2,2,7,0.7,0,1,0,0,0,28.5,17,40
38,2,195,37,2,6,0,2,0,0,0,1,0.17,5.33,1.5,8.67
82,2,157,18,1,6,0,3,0,0,0,0,0.17,3,0,4.5
73,4,89,73,2,5,7,1.7,0,1,0,0,0.2,5.8,12,1.25
80,4,43,23,1,4,0,2,0,0,1,0,0,8,0,8
75,1,155,16,1,5,0,2.5,0,0,0,0,0.4,3.2,1,4.67
80,4,319,51,4,10,3,2,1,0,0,0,0.2,5.5,4.57,7.67
58,4,54,-2,0,3,0,3,0,0,0,0,0,1,1,0
49,4,55,-3,0,2,0,2,0,0,0,0,0,-1.5,-1.5,0
92,3,159,21,1,4,0,2,0,0,0,0,0,4.25,1,7.67
62,1,218,46,2,9,3,3,1,0,0,0,0.22,5.11,4.75,6.75
91,4,338,72,5,10,0,1.7,0,0,0,1,0.4,6.7,4.83,7.6
80,1,136,18,1,6,0,3,0,0,0,0,0.17,3.83,1,5.25
84,4,156,84,4,6,7,1.2,0,1,0,0,0,11.5,34,10.25
65,3,254,43,3,9,3,2.3,1,0,0,0,0.11,7.11,1,10.33
90,2,152,79,2,8,0,2.7,0,0,0,0,0.25,9.88,1,12.83
88,1,210,21,1,5,0,2.5,0,0,0,0,0.2,5.2,4.25,9
80,4,161,70,4,8,0,1.6,0,0,1,0,0,10.75,14,10.29
67,2,169,36,2,9,3,3,1,0,0,0,0.44,4,0,6
82,2,125,82,2,4,7,1.3,0,1,0,0,0.25,25.5,9.5,41.5
90,3,264,90,5,10,7,1.7,0,1,0,0,0.1,9,6.25,10.83
80,3,264,24,2,7,0,2.3,0,0,0,0,0.29,5.71,7,4.33
80,3,102,3,0,3,0,3,0,0,0,0,0,1,1.5,0
55,2,94,4,0,3,0,3,0,0,0,0,0,4.67,7,0
